article_number,article_details,book,chapter,section,linked_definitions,linked_articles
204,"
إذا رفضت الجهة الإدارية المختصة قيد الاتفاقية وفق أحكام المادة (٢٠٣) من هذا
القانون ، جاز لأى من طرفى الاتفاقية اللجوء إلى قاضى الأمور المستعجلة بالمحكمـة
العمالية المختصة التى يقع بدائرتها محل العمل ، وفقًا للإجراءات المعتادة لرفع الدعوى
، وذلك خلال ثلاثين يوم ا من تاريخ الإخطار بالاعتراض ، فإذا قضت بقيـد الاتفاقيـة
وجب على الجهة الإدارية المختصة إجراء القيد فى السجل الخاص بذلك .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'الجهة الإدارية المختصة': 'الوزارة المعنية بشئون العمل ومديرياتها وإداراتها التابعة لها على مستوى الجمهورية.'},[203]
205,"
يلتزم صاحب العمل بأن يضع اتفاقيـة العمـل الجماعيـة فـى مكـان ظـاهر
بمحل العمل ، متضمنة نصوصها والموقعين عليهـا وتـاريخ إيـداعها لـدى الجهـة
الإدارية المختصة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.'},[]
206,"
يكون الانضمام إلى الاتفاقية بعد قيدها لدى الجهة الإداريـة المختـصة للعمـال
ومنظماتهم النقابية ، وأصحاب ا لأعمال ومنظماتهم من غير طرفى الاتفاقية الجماعية ،
بناء على اتفاق بين الطرفين الراغبين فى الانضمام ودون حاجة إلى موافقـة طرفـ ى
الاتفاقية الأصليين ، بطلب موقع من الطرفين يقدم إلى الجهة الإدارية المختصة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'الجهة الإدارية المختصة': 'الوزارة المعنية بشئون العمل ومديرياتها وإداراتها التابعة لها على مستوى الجمهورية.'},[]
207,"
تلتزم الجهة الإدارية المختصة بالتأشير على هام ش السجل المشار إليـه فـى المـادة (٢٠٣)
من هذا القانون بما يطرأ على اتفاقيـة العمـل الجماعيـة مـن تجديـد ، أو انـضمام ،
أو تعديل خلال خمسة عشر يوما من تاريخ حصوله .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'الجهة الإدارية المختصة': 'الوزارة المعنية بشئون العمل ومديرياتها وإداراتها التابعة لها على مستوى الجمهورية.'},[]
208,"
يلتزم طرفا اتفاقية العمل الجماعية بتنفيذها بطريقة تتفق مع ما يقتـضيه حـسن النيـة ،
وأن يمتنعا عن القيام بأى عمل ، أو إجراء ، من شأنه أن يعطل تنفيذ أحكامها .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'اتفاقية العمل الجماعية': 'اتفاق مكتوب ينظم شروط وظروف العمل وأحكام التشغيل، ويبرم بين منظمة أو أكثر من المنظمات النقابية العمالية وبين صاحب عمل أو مجموعة من أصحاب الأعمال أو منظمة أو أكثر من منظماتهم.'},[]
209,"
إذا طرأت ظروف استثنائية غير متوقعة وترتب علـى حـدوثها أن تنفيـذ أحـد
الطرفين للاتفاقية ، أو لحكم من أحكامها أصبح مرهقً ا ، وجب على الطـرفين سـلوك
طريق المفاوضة الجماعية لمناقشة هذه الظر وف ، والوصول إلى اتفاق يحقق التـوازن
بين مصلحتيهما .
فإذا لم يصل الطرفان إلى اتفاق وجب عليهما عرض الأمر على الجهة الإداريـة
المختصة لاتخاذ ما يلزم نحو اتباع إجراءات التوفيق ، أو الوسـاطة والتحكـيم وفقًـ ا
لأحكام هذا القانون .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{'المفاوضة الجماعية': 'الحوار الذى يجرى بين صاحب عمل أو منظمة أصحاب أعمال أو أكثر من جهة، وبين منظمة نقابية عمالية أو أكثر من جهة أخرى بغرض التوافق لتحقيق مصالح الطرفين.'},[]
210,"
لكل من طرفى اتفاقية الع مل الجماعية ، وكذلك لكل ذى مصلحة مـن العمـال ،
أو أصحاب الأعمال ، أن يطلب الحكم بتنفيذ أى من أحكامها ، أو بالتعويض عن عـدم
تنفيذها أو مخالفتها .
ولا يحكم بالتعويض على المنظمة النقابية العمالية المعنية ، أو منظمـة أصـحاب
الأعمال ، إلا إذا كان التصرف الذى ترتب عل يه الضرر الموجب للتعويض قد صـدر
عن مجلس إدارة المنظمة ، أو الممثل القانونى لها .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{},[]
211,"
للمنظمة النقابية العمالية ، ولمنظمـة أصـحاب الأعمـال التـى تكـون طرفًـ ا
فى الاتفاقية الجماعية أن ترفع لمصلحة أى عضو من أعضائها جميع الدعاوى الناشئة
عن الإخلال بأحكام الاتفاقية .
وللعضو الذى رفعت الدعوى من المنظمة لمصلحته أن يتدخل فيها ، كما يجـوز
له رفع هذه الدعوى ابتداء مستقلاً عنها .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الثالث: اتفاقيات العمل الجماعية,{},[]
212,"
مع عدم الإخلال بحق التقاضي ، تخـضع المنازعـات الناشـئة عـن الاتفاقيـة
الجماعية للإجراءات الت ى يتفق عليها الطرفان ، مع مراعاة الأحكا م الواردة ف ى البـاب
الثالث من هذا الكتاب .

",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
213,"
مع عدم الإخلال بحق التقاضي ، تسرى أحكام هذا الفصل على كل نزاع يتعلـق
بشروط العمل أو ظروفه أو أحكام التشغيل ينشأ بـين صـاحب عمـل أو مجموعـة
من أصحاب الأعمال ، أو منظماتهم ، وجميع العمال أو فريق منهم أو منظماتهم .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
214,"
إذا انقضى شهر من تاريخ بدء المفاوضة دون الوصول إلى اتفاق جاز للطـرفين
أو لأحدهما اللجوء للجهة الإدارية المختصة لبدء إجراءات التوفيق .
الفرع الثانى
التوفيق
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
215,"
تحدد ال جهة الإدارية المختصة جلسة للتوفيق فى النزاع فـى موعـد لا يتجـاوز
خمسة أيام من تاريخ تقديم الطلب إليها ، ويخطر به طرفا النزاع قبل الموعد المحـدد
بثلاثة أيام على الأقل .
ويصدر الوزير المختص قرارا بإجراءات وقواعد التوفيق .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{'الوزير المختص': 'الوزير المعنى بشئون العمل.'},[]
216,"
إذا اتفق طرفا النزاع على تسويته ودي ا وفقً ا لأحكام هذا الفرع ، يحـرر الاتفـاق
ويوقع عليه منهما فى اتفاقية عمل جماعية ، وتتخذ بشأنه الإجراءات الواردة ف ى هـذا
القانون ، وتكون ملزمة لهما .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
217,"
مع مراعاة أحكام قانون التحكيم فى المواد المدنية والتجاريـة الـصادر بالقـانون
رقم ۲۷ لسنة ١٩٩٤ ، إذا لم تتم تسوية النزاع خلال واحد وعشرين يوما من تاريخ بدء
التوفيق ، جاز للطرفين اللجوء إلى الجهة الإدارية المختصة لاتخاذ إجـراءات إحالـة
النزاع إلى مركز الوساطة والتحكيم المنصوص عليه فى المادة (٢١٨) من هذا القانون .
الفرع الثالث
مركز الوساطة والتحكيم
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{'الجهة الإدارية المختصة': 'الوزارة المعنية بشئون العمل ومديرياتها وإداراتها التابعة لها على مستوى الجمهورية.'},[218]
218,"
ينشأ بالوزارة المختصة مركز يسمى ""مركز الوسـاطة والتحكـيم "" ، تكـون لـه
الشخصية الاعتبارية ، ويتبع الوزير المختص ، ويتكون من قسمين قـسم الوسـاطة ،
وقسم التحكيم .
ويكون له رئيس تنفيذى يصدر بتعيينه وتحديد معاملته المالية قرار مـن رئـيس
مجلس الوزراء بناء على ترشيح من الوزير المختص ، وذلك لمـدة ثـلاث سـنوات
قابلة للتجديد .
ويصدر رئـيس مجلـس الـوزراء قـرار ا بتحديـد الهيكـل الإدار ى والمـال ى
لمركز الوساطة والتحكيم ونظام العمل به والرسوم المقررة على خدماته بما لا يجـاوز
خمسين ألف جنيه ، وحالات الإعفاء منها .
ويلتزم مركز الوساطة والتحكيم بنصوص هذا القانون وجميع القرارات واللـوائح
الصادرة تنفيذً ا له والضمانات والمبادئ الأساسية للتقاضى فى قانون المرافعات المدنية
والتجارية ، وتسرى فى ما لم يرد ف ى شأنه نص خاص فى هذا القانون ولوائح مركـز
الوساطة والتحكيم أحكام قانون التحكيم فى المواد المدنية والتجارية المشار إليه .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{'الوزير المختص': 'الوزير المعنى بشئون العمل.'},[]
219,"
يعد مركز الوساطة والتحكيم قائمة من الوسطاء وقائمة من المحكمين الذين تنطبق
عليهم الشروط الواردة فى هذا القانون ، ويؤدى كل منهم أمام رئيس المركـز القـسم
الآتى : ""أقسم باالله العظيم أن أؤدى مهمتى بالذمة والأمان ة والصدق وألا أفـشى سـر ا
من أسرار العمل التى أطلع عليها بحكم مهمتى"" .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
220,"
استثناء من أحكام المادتين (٢٢١ ، ٢٢٦) من هذا القانون ، يجوز لمركـز الوسـاطة
والتحكيم الاستعانة بأعضاء من الجهات والهيئات القضائية بعد موافقة مجالسهم الخاصة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},"[221, 226]"
221,"
يشترط فيمن يقيد بقائمة الوسطاء الشروط الآتية :
-١ أن يكون حاصلاً على مؤهل عالٍ .
-٢ أن يكون محمود السيرة ، وحسن السمعة .
-٣ ألا يكون قد سبق إدانته فى جناية أو جنحـة مخلـة بالـشرف أو الأمانـة ،
ما لم يكن قد رد إليه اعتباره .
-٤ ألا يكون من العاملين بالجهاز الإدارى للدولة .
-٥ ألا يكون قد سبق فصله بالطريق التأديبي .
-٦ قضاء مدة التدريب الأولى على أعمال الوساطة ومجالاتها بالمركز .
٧ -اجتياز الاختبار الذى يعقده مركز الوساطة والتحكـيم بدرجـة لا تقـل عـن
سبعين بالمائة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{'التدريب': 'عملية تُمكن الفرد من اكتساب وتنمية المعارف والمهارات الفنية وسلوكيات المهنة اللازمة لإعداده للعمل المناسب.'},[]
222,"
لطرفى النزاع اختيار أحد الوسطاء المقيدين با لقائمة فى موعد غايته سـبعة أيـام
من تاريخ تقديم طلب الوساطة .
فإذا انقضت المدة المشار إليها ، ولم يتفق الطرفـان علـى اختيـار الوسـيط ،
تولى المركز اختيار الوسيط خلال ثلاثة أيام من تاريخ انتهاء تلك المدة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
223,"
تبدأ مهمة الوسيط من تاريخ إحالة النزاع إليه ، وعليه إنجاز مهمته خلال شهر .
وللوسيط جميع الصلاحيات فى نظر النزاع ، والإلمام بعناصره ، وله على وجـه
الخصوص سماع طرف ى النزاع والاطلاع على ما يلزم من مستندات ، وطلب البيانات
والمعلومات التى تعينه على أداء مهمته .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
224,"
مع عدم الإخلال بحكم المادة (٢٢٣) من هذا القـانون ، يحـق لطرفـ ى النـزاع
أو أحدهما خلال خمسة عشر يوم ا أن يطلب من مركز الوسـاطة والتحكـيم اسـتبدال
وسيط النزاع لمرة واحدة ، فإذا رفض الطرف الآخر اسـتبداله تعـين علـى مركـز
الوساطة والتحكيم الفصل فى هذا الطلب فى موعد لا يجاوز يومين ، فإذا تـم اختيـار
وسيط جديد تحسب مدة أعماله من تاريخ تسلمه للمهمة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[223]
225,"
على الوسيط أن يبذل مساعيه للتقريب بـين وجهـات نظـر طرفـ ى النـزاع ،
فإذا لم يتمكن من تحقيق ذلك كان عليه أن يقدم للطرفين كتابة ما يقترحه من توصـيات
لحل النزاع .
فإذا قبل الطرفان التوصيات التى قدمها الوسيط يت م إثبات ذلك فى اتفـاق يوقعـه
الطرفان والوسيط ويصبح هذا الاتفاق ملزم ا للطرفين فى حدود ما تم الاتفـاق عليـه ،
ويثبت ذلك بالسجل الورقى أو الإلكترونى المعد لهذا الشأن .
وإذا لم يقبل الطرفان هذه التوصيات أو بعضها يعرض الوسيط عليهمـا اللجـوء
إلى التحكيم ، فإذا وافقا أحيل النزاع إلى قسم التحكيم بالمركز .
وفى جميع الأحوال ، على وسيط النزاع أن يقدم خلال خمسة أيام من تـاريخ انتهـاء
مهمته تقريرا لقسم الوساطة ، يتضمن ملخصا للنـزاع والأوراق ، والمـستندات المقدمـة
من طرفيه ، والتوصيات ، وما تم قبوله من الطرفين ، وما تم رفضه وأسباب الرفض .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
226,"
يشترط فيمن يقيد بقائمة المحكمين ، الشروط الآتية :
-١ أن يكون حاص لاً على إجازة الحقوق مـن إحـدى الجامعـات المـصرية ،
أو ما يعادلها .
-٢ أن يكون محمود السيرة ، وحسن السمعة .
-٣ ألا يكون قد سبق إدانته فى جناية ، أو جنحة مخلـة بالـشرف أو الأمانـة ،
ما لم يكن قد رد إليه اعتباره .
-٤ ألا يكون من العاملين بالجهاز الإدارى للدولة .
-٥ ألا يكون قد سبق فصله بالطريق التأديبي .
-٦ قضاء مدة التـدريب الأولـى لمركـز الوسـاطة والتحكـيم علـى أعمـال
التحكيم ، ومجالاته .
-٧ اجتياز الاختبار الذى يعقد من مركز الوسـاطة وال تحكـيم بدرجـة لا تقـل
عن خمسة وسبعين بالمائة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
227,"
تشكل هيئة التحكيم باتفاق الطرفين من محكم واحد أو أكثر ، بـشرط أن يكـون
العدد فردي ا ، لنظر النزاع القائم ، وذلك فى موعد غايته خمسة عشر يوم ا من تـاريخ
إحالة النزاع لقسم التحكيم .
وإذا لم يتفق طرفا التحك يم على اختيار المحكمين خـلال المـدة المـشار إليهـا
فى الفقرة الأولى من هذه المادة يتولى المركز اختيار المحكمين وفقً ا للـوائح المنظمـة
لعمل المركز .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
228,"
يوقع طرفا النزاع مشارطة التحكيم الت ى تحوى موضـوع النـزاع ، والـشروط
والإجراءات التى يجرى عليها التحكيم ، وتتبع فيما لـم تتـضمنه مـشارطة التحكـيم
الأحكام المقررة فى قانون التحكيم فى المواد المدنية والتجارية المشار إليه .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{},[]
229,"
يتعين على المحكم أو المحكمين عند الفصل فـى النـزاع المعـروض مراعـاة
التشريعات المعمول بها داخـل الدولـة ، والاتفاقيـات الدوليـة المـصدق عليهـ ا ،
ومبادئ القانون الطبيعى ، والعرف والعدالة الاجتماعيـة ، وفقًـ ا للحالـة الاقتـصادية
والاجتماعية السائدة فى منطقة المنشأة ، ويصدر الحكـم بأغلبيـة الآراء فـى حالـة
تعدد المحكمين .
ويتعين على المحكم ، أو المحكمين الفصل فى النزاع المعروض خـلال ثلاثـين
يوما من تاريخ إحالة النزاع .
ويعتبر حكم التحكيم نهائي ا ، ويكون قاب لاً للتنفيذ بعد وضع الصيغة التنفيذية عليـه
من المحكمة العمالية المختصة .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الرابع: منازعات العمل الجماعية,{'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون الخاص أياً كان نوعها أو تبعيتها.'},[]
230,"
تشكل بقسم التحكيم دائرة عليا أو أكثر ، لإعادة النظـر ، مكونـة مـن خمـسة
محكمين من المقيدين بقائمتها للطعن ف ى الأحكام المـشار إليهـا فـى المـادة (٢٢٩)
من هذا القانون .
وإذا تضمن شرط أو مشارطة التحكيم أن يكون على درجتين ، يحال النزاع إلـى
تلك الدائرة خلال خمسة عشر يوم ا من تاريخ صدور حكم أول درجة ، ويتعين عليهـا
الفصل فى النزاع خلال خمسة وأربعين يوما من تاريخ الإحالة إليها .

",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{},[]
231,"
للعمال حق الإضراب عن العمل للمطالبة بما يرونه محققًـ ا لمـصالحهم المهنيـة
والاقتصادية والاجتماعية ، وذلك بعد اسـتنفاد طـرق التـسوية الوديـة للمنازعـات
المنصوص عليها فى هذا القانون ، ويكون إعلانه ، وتنظيمـه مـن خـلال المنظمـة
النقابية العمالية المعنية ، أو المفوض العمال ى فى حدود الضوابط والإجراءات المقـررة
فى هذا القانون .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{'الإضراب عن العمل': 'اتفاق جميع العمال أو فريق منهم على التوقف عن أداء أعمالهم بمقر العمل للمطالبة بما يرونه محققاً لمصالحهم المهنية والاقتصادية والاجتماعية، بعد تعذر التسوية الودية.'},[]
232,"
يجب أن يتضمن الإعلان عن الإضراب ، إخطار كل من صاحب العمل والجهـة
الإدارية المختصة قبل التاريخ المحدد للإضراب بعشرة أيام على الأقل ، وذلك بكتـاب
مسجل وموصى عليه بعلم الوصول ، على أن يتـضمن الإخطـار الأسـباب الدافعـة
للإضراب ومواعيده .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.'},[]
233,"
يحظر على العمال الدعوة إلى الإضراب ، أو إعلانه بقصد تعديل اتفاقيـة عمـل
جماعية أثناء مدة سريانها .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{},[]
234,"
يحظر الإضراب أو الدعوة إليه أو إعلانه بالمنشآت الحيوية التى تقـدم خـدمات
أساسية للمواطنين والتى يترتب على توقف العمل فيها الإخلال بالأمن القومى .
ويحظر الدعوة للإضراب أو إعلانه فى الظروف الاستثنائية .
ويصدر رئيس مجلس الوزراء قرارا بتحديد المنشآت الحيوية والخدمات الأساسية
التى تقدمها .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{},[]
235,"
يترتب على الإ ضراب عن العمل وقف الالتزامات الناشئة عن عقد العمل خـلال
مدة الإضراب .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{},[]
236,"
يحق لصاحب العمل لضرورات اقتصادية ، الإغلاق الكلى أو الجزئ ى للمنـشأة ،
أو تقليص حجمها أو نشاطها ، بما قد يمس حجم العمالة بها على نحو مؤقت أو دائم ،
وذلك فى الأوضاع ، وبالشروط والإجراءات المنصوص عليها فى هذا القانون .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{},[]
237,"
فى تطبيق أحكام المادة (٢٣٦) من هذا القانون ، يجب على صـاحب العمـل أن
يتقدم بطلب إغلاق المنشأة ، أو تقليص حجمها ، أو نشاطها إلى لجنـة تـشكل لهـذا
الغرض ، ويجب أن يتضمن الطلب الأسباب ، والأوضاع ، والشروط والإجـرا ءات ،
التى يستند إليها فى ذلك ، وأعداد ، وفئات العمال الذين سيتم الاستغناء عنهم .
وعلى اللجنة أن تصدر قرارها مسبب ا خلال خمسة وأربعين يومـ ا علـى الأكثـر
من تاريخ تقديم الطلب إليها ، فإذا كان القرار صادرا بقبول الطلـب وجـب أن يحـدد
موعد تنفيذه .
فإذا لم تصدر ال لجنة قرارها خلال المدة المشار إليها ، اعتبر ذلك موافقة ضـمنية
على الإغلاق بالأوضاع والشروط والإجراءات التى تقدم بها صاحب العمل .
ولصاحب الشأن أن يتظلم من قرار اللجنة أمام لجنة أخرى تشكل لهذا الغـرض ،
ويترتب على قبول التظلم وقف تنفيذ قرار اللجنة .
ويصدر رئيس مجلس الوزراء قرار ا بتشكيل كل من اللجنتـين المـشار إليهمـا
فى هذه المادة ، وتحديد اختصاصاتهما ، والجهات التى تمثل فيهما ، والإجراءات الت ى
تتبع أمامهما ، ومواعيد ، وإجراءات الـتظلم ، علـى أن يتـضمن تـشكيلهما ممـث لاً
عن المنظمة النقابية العمالية المعنية ، وممثلاً عن منظمة أصـحاب الأعمـال المعنيـة
ترشحه كل منهما .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,"{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون الخاص أياً كان نوعها أو تبعيتها.'}",[236]
238,"
يخطر صاحب العمل العمال ، والمنظمة النقابية العمالية المعنية بالطلـب المقـدم
منه ، وبالقرار الصادر بالإغلاق الكلى ، أو الجزئى للمنشأة ، أو بتقلـيص حجمهـا ،
أو نشاطها . ويكون تنفيذ ذلك القرار اعتبار ا من التاريخ الـذ ى تحـدده اللجنـة التـ ى
نظرت الطلب ، أو التظلم على حسب الأحوال .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.'},[]
239,"
فى حالة الإغلاق الجزئى أو تقليص حجم المنشأة أو نـشاطها ، إذا لـم تتـضمن
الاتفاقية الجماعية السارية فى المنشأة المعايير الموضوعية لاختيار من سيتم الاسـتغناء
عنهم من العمال ، يتعين على صاحب العمل أن يتشاور فى هذا الشأن مـع المنظمـة
النقابية العمالية المعنية ، وذلك بعد صدور القرار وقبل التنفيذ .
وتعتبر الأقدمية ، والأعباء العائلية ، والسن ، والقدرات والمهارات المهنية للعمال
من المعايير التى يمكن الاسترشاد بها فى هذا الشأن .
ويصدر الوزير المختص قرار ا بالمعايير الموضوعية لاختيار من سيتم الاستغناء
عنهم من العمال ، وذلك بالتشاور مع منظمات العمال وأصحاب الأعمال .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,"{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.', 'الوزير المختص': 'الوزير المعنى بشئون العمل.', 'المنشأة': 'كل مشروع أو مرفق يملكه أو يديره شخص من أشخاص القانون الخاص أياً كان نوعها أو تبعيتها.'}",[]
240,"
يحظر على صاحب العمل التقدم بطلب الإغلاق الكلـى أو الجزئـ ى للمنـشأة ،
أو تقليص حجمها أو نشاطها أثناء مراحل تسوية م نازعات العمـل الجماعيـة ، كمـا
يحظر عليه أن يتقدم بهذا الطلب بسبب أو أثناء إضراب العمال عن العمل .
",الكتاب الثالث: علاقات العمل,الباب الثالث: علاقات العمل الجماعية,الفصل الخامس: الإضراب والإغلاق,{'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.'},[]
241,"
مع عدم الإخلال بحكم المادة (٢٣٨) من هذا القانون ، فى الحالات التـ ى يحـق
فيها لصاحب العمل إنهاء عقد العمل لأسباب اقتصادية يجوز له بد لاً من استخدام هـذا
الحق أن يعدل من شروط العقد بصفة مؤقتة ، وله على الأخص أن يكلف العامل بعمل
غير متفق عليه ، ولو كان يختلف عن عمله الأصلى كما له أن يخفض أجر العامل بما
لا يقل عن الحد الأدنى للأجور .
فإذا قام صاحب العمل بتعديل شروط العقد وفقً ا للفقرة الأولى من هذه المادة جـاز
للعامل أن ينهى عقد العمل دون أن يلتزم بالإخطار ، ويعتبر الإنهاء فى هـذه الحالـة
إنهاء مبررا من جانب صاحب العمل والعامل .
وفى جميع الأحوال ، يستحق العامل مكافأة تعادل أجر شـهر عـن كـل سـنة
من السنوات الخمس الأولى من سنوات الخدمة وشهر ونصف الشهر عن كـل سـنة
تجاوز ذلك .

",الكتاب الرابع: السلامة والصحة المهنية وتأمين بيئة العمل,,,"{'العامل': 'كل شخص طبيعى يعمل لقاء أجر لدى صاحب عمل تحت إدارته أو إشرافه.', 'صاحب العمل': 'كل شخص طبيعى أو اعتبارى يستخدم عاملاً أو أكثر لقاء أجر.'}",[238]
242,"
ينظم هذا الكتاب أحكام وضوابط الوقاية من الحوادث والأضرار الصحية الناتجـة
عن العمل أو المتصلة به ، أو التى تقع أثناءه ، أو بسببه ، وذلك للحد مـن المخـاطر
وأسبابها التى تنطوى عليها بيئة العمل .
",الكتاب الرابع: السلامة والصحة المهنية وتأمين بيئة العمل,,,{},[]
243,"
يقصد ف ى تطبيق أحكام هذا الكتاب بالمنشأة كل مشروع أو مرفق يملكه أو يـديره
شخص من أشخاص القانون العام أو الخاص .
",الكتاب الرابع: السلامة والصحة المهنية وتأمين بيئة العمل,,,{},[]
244,"
تسرى أحكام هذا الكتاب على جميع مواقع العمل ، والمنشآت وفروعها أي ا كـان
نوعها ، أو تبعيتها ، سواء كانت برية أو بحرية أو جوية .
كما تسرى أيضا على المسطحات المائية بجميع أنواعها ووسائل النقل المختلفة .
",الكتاب الرابع: السلامة والصحة المهنية وتأمين بيئة العمل,,,{},[]
245,"
مع عدم الإخلال بأحكام التفتيش والضبطية القضائية ف ى هـذا القـانون ، يجـوز
للوزير المختص بقرار منه الترخيص بإنشاء مكاتب امتثال تهدف إلـى التحقـق مـن
استيفاء اشتراط ات السلامة والصحة المهنية وتأمين بيئة العمل فى المنشآت المخاطبـة
بأحكام هذا الكتاب ، وتقديم الدعم الفنى والمشورة اللازمة .
ويحدد القرار الشكل القانونى لمكاتب الامتثال وشروط وضوابط مزاولة نشاطها ،
ومؤهلات العاملين بها ، وشروط وقواعد الترخيص ، ومدتـه ، والرسـوم المقـررة عليـه ،
بما لا يجاوز مائة ألف جنيه .

",الكتاب الرابع: السلامة والصحة المهنية وتأمين بيئة العمل,الباب الأول: تأمين بيئة العمل,,{},[]
